repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
ajaxloadmore/ajax-load-more,150..240,231,2025-09-17T19:10:49Z,package.json,34,3,"GHSA-xwcq-pm8m-c4vf,GHSA-hrpp-h998-j3pp,GHSA-4hjh-wcwx-xvwj","CVE-2022-24999,CVE-2025-58754,CVE-2023-46233","7.5,9.1","HIGH,HIGH,CRITICAL",1
webtorrent/magnet-uri,150..240,231,2025-08-28T11:02:36Z,package.json,7,0,,,,,0
GIScience/openrouteservice-app,150..240,231,2025-08-25T10:05:26Z,package.json,80,18,"GHSA-5cp4-xmrw-59wf,GHSA-28hp-fgcr-2r4h,GHSA-4w4v-5hc9-xrr2,GHSA-mqm9-c95h-x2p6,GHSA-j58c-ww9w-pwp5,GHSA-mhp6-pxh8-r675,GHSA-89w7-5q45-r53w,GHSA-c7qv-q95q-8v27,GHSA-cm22-4g7w-348p,GHSA-2qqx-w9hr-q5gx,GHSA-prc3-vjfx-vhm9,GHSA-89mq-4x47-5v83,GHSA-4p4w-6hg8-63wx,GHSA-j383-35pm-c5h4,GHSA-2vrf-hf26-jrp5,GHSA-qwqh-hm9m-p5hr,GHSA-rm36-94g8-835r,GHSA-m9gf-397r-hwpg","CVE-2022-1537,CVE-2022-0436,CVE-2025-2336,CVE-2024-8372,CVE-2023-26118,CVE-2024-21490,CVE-2020-7676,CVE-2024-8373,CVE-2025-0716,CVE-2024-43800,CVE-2019-10768,CVE-2022-25940,CVE-2021-4231,CVE-2023-26116,CVE-2022-25869,CVE-2024-21536,CVE-2023-26117","7.8,3.5,7.5,5.0","MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,LOW,MODERATE,MODERATE,HIGH,HIGH,LOW",1
PX4/flight_review,150..240,231,2025-09-16T08:23:40Z,package.json,0,0,,,,,0
mirabarukaso/character_select_stand_alone_app,150..240,230,2025-09-22T00:38:07Z,package.json,8,0,,,,,0
fastify/fastify-env,150..240,230,2025-09-21T08:42:48Z,package.json,9,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
tiansh/reader,150..240,230,2025-08-29T17:25:45Z,package.json,0,0,,,,,0
YidirK/Nikflix,150..240,229,2025-09-19T18:14:49Z,package.json,0,0,,,,,0
nuxt-community/feed-module,150..240,229,2025-08-19T15:10:05Z,package.json,12,0,,,,,0
GIScience/openrouteservice-js,150..240,230,2025-09-18T13:54:00Z,package.json,23,3,"GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3","CVE-2025-46565,CVE-2025-58751,CVE-2025-58752",5.3,"MODERATE,LOW,LOW",0
dependents/node-precinct,150..240,229,2025-07-13T11:38:59Z,package.json,20,0,,,,,0
seriousme/fastify-openapi-glue,150..240,229,2025-09-15T10:16:02Z,package.json,14,0,,,,,0
dependents/node-precinct,150..240,229,2025-07-13T11:38:59Z,package.json,20,0,,,,,0
cronicle-edge/cronicle-edge,150..240,230,2025-09-16T15:32:22Z,package.json,53,1,,CVE-2023-3676,8.8,,0
CleverCloud/clever-components,150..240,231,2025-09-18T10:15:08Z,package.json,104,6,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3,GHSA-67mh-4wv8-2f99,GHSA-9c47-m6qq-7p4h,GHSA-9q5w-79cv-947m,GHSA-gcx4-mw62-g8wm","CVE-2021-39199,CVE-2022-46175,CVE-2024-47068,CVE-2025-58751,CVE-2025-58752","10.0,7.1,6.1,6.1,5.3","MODERATE,CRITICAL,HIGH,HIGH,LOW,LOW",0
cmliu/CF-Workers-CheckProxyIP,150..240,228,2025-09-20T10:39:50Z,package.json,0,0,,,,,0
sindresorhus/p-debounce,150..240,228,2025-09-16T19:13:51Z,package.json,2,0,,,,,0
harfbuzz/harfbuzzjs,150..240,228,2025-09-17T09:09:11Z,package.json,2,0,,,,,0
randomstuff69/blooketcheatsplus,150..240,228,2025-09-22T14:12:57Z,package.json,0,0,,,,,0
browserscore/features,150..240,227,2025-09-10T20:07:10Z,package.json,5,0,,,,,0
angelsolaorbaiceta/fe-fwk-book,150..240,228,2025-09-21T17:30:02Z,package.json,15,0,,,,,0
cyjake/leoric,150..240,228,2025-09-16T05:41:47Z,package.json,37,7,"GHSA-xx4c-jj58-r7x6,GHSA-pmh2-wpjm-fj45,GHSA-qgmg-gppg-76g5,GHSA-9qrh-qjmc-5w2p,GHSA-f982-mxwc-3mrx,GHSA-jqv5-7xpx-qj74,GHSA-4rch-2fh8-94vw","CVE-2021-3765,CVE-2024-21511,CVE-2022-43441,CVE-2024-21512,CVE-2019-14939,CVE-2022-21227","5.5,8.1,5.3","MODERATE,CRITICAL,HIGH,HIGH,HIGH,MODERATE,MODERATE",0
fastify/fastify-redis,150..240,227,2025-09-21T08:56:33Z,package.json,10,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
midzer/tobii,150..240,227,2025-09-04T20:59:45Z,package.json,10,1,,CVE-2020-1481,8.8,,2
trampgeek/moodle-qtype_coderunner,150..240,227,2025-09-16T05:53:38Z,package.json,0,0,,,,,0
kubevirt-manager/kubevirt-manager,150..240,227,2025-09-21T21:22:16Z,package.json,33,0,,,,,0
npm/hosted-git-info,150..240,226,2025-09-19T16:46:36Z,package.json,4,0,,,,,0
jshttp/type-is,150..240,227,2025-09-02T07:58:14Z,package.json,12,0,,,,,0
Ardakilic/alerthub,150..240,226,2025-09-19T13:25:16Z,package.json,13,0,,,,,0
jenkinsci/pipeline-stage-view-plugin,150..240,227,2025-08-22T21:06:39Z,package.json,18,0,,,,,0
danielpigott/cloudflare-cli,150..240,226,2025-09-15T12:23:52Z,package.json,9,6,"GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-p6mc-m468-83gw,GHSA-xvch-5gv4-984h,GHSA-vh95-rmgr-6w4m,GHSA-4hjh-wcwx-xvwj","CVE-2020-7598,CVE-2021-23337,CVE-2021-44906,CVE-2020-28500,CVE-2025-58754,CVE-2020-8203","7.2,9.8","HIGH,MODERATE,HIGH,HIGH,MODERATE,CRITICAL",0
apache/cordova-lib,150..240,226,2025-09-05T17:58:16Z,package.json,16,1,,CVE-2017-3160,7.4,,3
glyphr-studio/Glyphr-Studio-2,150..240,226,2025-09-14T07:27:09Z,package.json,24,0,,,,,0
unjs/unwasm,150..240,226,2025-09-16T01:55:37Z,package.json,27,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58752,CVE-2025-58751",5.3,"LOW,LOW",0
pillarjs/finalhandler,150..240,226,2025-09-01T09:47:59Z,package.json,16,0,,,,,0
jpsim/AWSPics,150..240,226,2025-08-22T23:08:49Z,package.json,22,3,"GHSA-2pr6-76vf-7546,GHSA-8j8c-7jfh-h6hx,GHSA-fwr7-v2mv-hh25",CVE-2021-43138,7.8,"MODERATE,HIGH,HIGH",0
markabrahams/node-net-snmp,150..240,226,2025-09-20T03:52:48Z,package.json,5,0,,,,,0
AmanPathak-DevOps/End-to-End-Kubernetes-Three-Tier-DevSecOps-Project,150..240,226,2025-09-21T00:23:23Z,package.json,12,2,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-29041",5.0,"MODERATE,LOW",0
robertvoy/ComfyUI-Flux-Continuum,150..240,225,2025-09-15T17:31:11Z,package.json,0,0,,,,,0
sindresorhus/is-docker,150..240,225,2025-09-15T21:04:13Z,package.json,2,0,,,,,0
SoftSec-KAIST/Fuzzing-Survey,150..240,225,2025-09-17T08:31:42Z,package.json,0,0,,,,,0
Fdawgs/node-poppler,150..240,226,2025-09-17T06:08:44Z,package.json,17,1,,CVE-2020-1481,8.8,,2
MugglePay/MugglePay,150..240,225,2025-09-13T06:34:47Z,package.json,0,0,,,,,0
antoniandre/vue-cal,150..240,225,2025-09-20T04:13:46Z,package.json,17,3,"GHSA-g4jq-h2w9-997c,GHSA-pp7p-q8fx-2968,GHSA-jqfw-vq24-v9c3","CVE-2025-57753,CVE-2025-58752,CVE-2025-58751",5.3,"LOW,LOW,MODERATE",0
SNOWBIRD0074/Lady-Bella-v3,150..240,225,2025-09-19T02:29:34Z,package.json,50,6,"GHSA-fjxv-7rqg-78g4,GHSA-pxg6-pf52-xh8x,GHSA-4hjh-wcwx-xvwj,GHSA-p8p7-x288-28g6","CVE-2024-47764,CVE-2015-9236,CVE-2025-58754,CVE-2017-18589,CVE-2023-28155,CVE-2025-7783","5.3,7.5","HIGH,MODERATE,CRITICAL,LOW",1
christianp/aperiodic-monotile,150..240,224,2025-09-10T15:59:59Z,package.json,0,0,,,,,0
tmedwards/sugarcube-2,150..240,224,2025-09-20T19:29:29Z,package.json,16,0,,,,,0
fastify/fastify-caching,150..240,224,2025-09-21T21:57:07Z,package.json,9,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
bajrangCoder/acode-plugin-acodex,150..240,224,2025-09-18T14:36:54Z,package.json,29,1,GHSA-8266-84wp-wv5c,CVE-2024-45047,,MODERATE,0
fastify/fastify-plugin,150..240,224,2025-09-21T09:06:13Z,package.json,8,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
tomusborne/generateblocks,150..240,225,2025-09-21T14:37:51Z,package.json,34,5,"GHSA-gx9m-whjm-85jf,GHSA-p3vf-v8qc-cwcr,GHSA-vhxf-7vqr-mrjg,GHSA-p8p7-x288-28g6,GHSA-mmhx-hmjr-r674","CVE-2024-47875,CVE-2025-26791,CVE-2024-48910,CVE-2024-45801,CVE-2023-28155",,"CRITICAL,HIGH,HIGH,MODERATE,MODERATE",1
emazzotta/lighthouse-badges,150..240,224,2025-09-22T12:06:42Z,package.json,15,0,,,,,0
btargac/excel-parser-processor,150..240,224,2025-09-12T09:38:18Z,package.json,33,1,GHSA-vmqv-hx8q-j7mg,CVE-2025-55305,,MODERATE,0
tidev/titanium-cli,150..240,224,2025-09-17T03:45:57Z,package.json,25,0,,,,,0
MishaKav/pytest-coverage-comment,150..240,224,2025-09-06T19:51:46Z,package.json,6,0,,,,,0
dinki/View-Assist,150..240,224,2025-09-19T23:59:52Z,package.json,14,0,,,,,0
Shopify/function-examples,150..240,224,2025-08-21T21:19:16Z,package.json,96,16,"GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-64vr-g452-qvp3,GHSA-356w-63v5-8wf4,GHSA-mv48-hcvh-8jj8,GHSA-g4jq-h2w9-997c,GHSA-353f-5xf4-qw67,GHSA-9pv7-vfvm-6vr7,GHSA-jqfw-vq24-v9c3,GHSA-8jhw-289h-jh2g,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-45rm-2893-5f49,GHSA-c24v-8rfc-w8vw,GHSA-xcj6-pq6g-qj4x","CVE-2023-34092,CVE-2025-46565,CVE-2025-24010,CVE-2025-31486,CVE-2023-26144,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2025-58752,CVE-2025-30208,CVE-2024-23331,CVE-2024-31207,CVE-2025-31125,CVE-2022-35204,CVE-2025-32395,CVE-2022-25948","5.3,5.3,5.3,5.3","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",8
ericelliott/redux-dsm,150..240,223,2025-07-23T09:50:34Z,package.json,13,9,"GHSA-p6mc-m468-83gw,GHSA-4x6g-3cmx-w76r,GHSA-4vrv-93c7-m92j,GHSA-hpqj-7cj6-hfj8,GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-6hwc-9h8r-3vmf,GHSA-jf85-cpcp-j695","CVE-2021-23337,CVE-2025-6624,GO-2025-3789,CVE-2022-24441,CVE-2019-10744,CVE-2022-40764,CVE-2020-28500,CVE-2022-22984,CVE-2020-8203",7.2,"CRITICAL,HIGH,MODERATE,HIGH,HIGH,HIGH,MODERATE,LOW",0
WICG/spatial-navigation,150..240,223,2025-09-09T17:31:53Z,package.json,2,0,,,,,0
zorn-v/nextcloud-social-login,150..240,223,2025-09-20T02:54:22Z,package.json,14,4,"GHSA-g3fq-3v3g-mh32,GHSA-4vvj-4cpr-p986","CVE-2022-39210,CVE-2017-0888,CVE-2021-29438,CVE-2024-43788","3.2,3.2,3.2,6.4,4.3","MODERATE,MODERATE",0
muxinc/media-elements,150..240,223,2025-09-19T17:59:42Z,package.json,43,9,"GHSA-qpjv-v59x-3qc4,GHSA-f82v-jwr5-mffw,GHSA-3h52-269p-cp9r,GHSA-4342-x723-ch2f,GHSA-67mh-4wv8-2f99,GHSA-xv57-4mr9-wg8v,GHSA-7m27-7ghc-44w9,GHSA-g5qg-72qw-gw5v,GHSA-67rr-84xm-4c7r","CVE-2025-55173,CVE-2025-48068,CVE-2025-29927,CVE-2025-57822,CVE-2025-57752,CVE-2024-56332,CVE-2025-32421,CVE-2025-49826",,"MODERATE,LOW,HIGH,LOW,CRITICAL,MODERATE,MODERATE,MODERATE,MODERATE",51
feathersjs/feathers-sync,150..240,223,2025-09-06T17:01:59Z,package.json,21,1,,CVE-2020-26226,"8.1,8.1,8.1",,0
bchiang7/halcyon-vscode,150..240,223,2025-09-21T19:57:12Z,package.json,8,0,,,,,0
mfranzke/datalist-polyfill,150..240,223,2025-07-24T04:46:33Z,package.json,15,0,,,,,0
sizzlemctwizzle/GM_config,150..240,222,2025-09-21T17:38:51Z,package.json,0,0,,,,,0
carbonplan/maps,150..240,223,2025-09-15T20:19:52Z,package.json,44,10,"GHSA-qpjv-v59x-3qc4,GHSA-f82v-jwr5-mffw,GHSA-4342-x723-ch2f,GHSA-wr66-vrwm-5g5x,GHSA-fmvm-x8mv-47mj,GHSA-xv57-4mr9-wg8v,GHSA-g77x-44xx-532m,GHSA-7gfc-8cq8-jh5f,GHSA-g5qg-72qw-gw5v,GHSA-c59h-r6p8-q9wc","CVE-2025-55173,CVE-2025-57822,CVE-2025-29927,CVE-2024-47831,CVE-2025-57752,CVE-2023-46298,CVE-2024-51479,CVE-2022-23646,CVE-2022-21721,CVE-2025-32421",,"MODERATE,MODERATE,CRITICAL,LOW,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE",51
third-culture-software/bhima,150..240,224,2025-09-17T20:28:29Z,package.json,108,12,"GHSA-4w4v-5hc9-xrr2,GHSA-mqm9-c95h-x2p6,GHSA-j58c-ww9w-pwp5,GHSA-2qqx-w9hr-q5gx,GHSA-prc3-vjfx-vhm9,GHSA-4p4w-6hg8-63wx,GHSA-q58r-hwc8-rm9j,GHSA-2vrf-hf26-jrp5,GHSA-m2h2-264f-f486,GHSA-qwqh-hm9m-p5hr,GHSA-m9gf-397r-hwpg","CVE-2024-8372,CVE-2025-2336,CVE-2025-1647,CVE-2023-26118,CVE-2024-21490,CVE-2024-8373,CVE-2025-0716,CVE-2021-4231,CVE-2023-26116,CVE-2022-25844,CVE-2022-25869,CVE-2023-26117","3.5,5.3","MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,MODERATE,LOW,LOW,MODERATE,MODERATE",0
svierk/awesome-lwc-collection,150..240,223,2025-09-03T21:34:52Z,package.json,20,0,,,,,0
wuweiit/mushroom,150..240,222,2025-09-07T13:53:57Z,package.json,0,0,,,,,0
sindresorhus/dom-mutations,150..240,222,2025-09-08T17:44:11Z,package.json,4,0,,,,,0
whatadewitt/yahoo-fantasy-sports-api,150..240,222,2025-09-15T22:33:51Z,package.json,9,4,"GHSA-jchw-25xp-jwwc,GHSA-74fj-2j2h-c42q,GHSA-cxjh-pqwp-8mfp,GHSA-pw2r-vq6v-hr8c","CVE-2022-0155,CVE-2024-28849,CVE-2022-0536,CVE-2023-26159",2.6,"HIGH,MODERATE,MODERATE,MODERATE",1
dmlgzs/StarResonanceDamageCounter,150..240,222,2025-09-19T14:32:04Z,package.json,11,0,,,,,0
sindresorhus/write-json-file,150..240,222,2025-09-14T22:37:55Z,package.json,6,0,,,,,0
nikivanov/mural,150..240,222,2025-09-13T00:57:32Z,package.json,15,1,GHSA-4vvj-4cpr-p986,CVE-2024-43788,6.4,MODERATE,0
confluentinc/confluent-kafka-javascript,150..240,222,2025-09-22T11:59:47Z,package.json,59,1,,CVE-2015-9236,5.3,,0
nicoduj/homebridge-harmony,150..240,221,2025-08-25T20:21:49Z,package.json,5,0,,,,,0
fastify/fastify-secure-session,150..240,221,2025-09-21T09:05:51Z,package.json,11,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
OCA/geospatial,150..240,221,2025-09-14T16:14:09Z,package.json,0,0,,,,,0
petanikode/belajar-git,150..240,221,2025-09-09T08:37:46Z,package.json,18,9,"GHSA-cph5-m8f7-6c5x,GHSA-wf5p-g6vw-rhxx,GHSA-9jgg-88mc-972h,GHSA-4w2v-q235-vp99,GHSA-vc8w-jr9v-vj7f,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj,GHSA-4v9v-hfq4-rm2v","CVE-2021-3749,CVE-2024-6531,CVE-2025-27152,CVE-2024-57965,CVE-2023-45857,CVE-2025-30359,CVE-2025-30360,CVE-2025-58754,CVE-2020-28168",0.0,"MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,MODERATE",3
orenyomtov/openordex,150..240,221,2025-09-01T06:48:53Z,package.json,1,0,,,,,0
razorpay/razorpay-node,150..240,221,2025-09-20T10:28:41Z,package.json,12,4,"GHSA-8hc4-vh64-cxmj,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2024-39338,CVE-2024-57965,CVE-2025-58754,CVE-2025-27152",0.0,"HIGH,HIGH,HIGH",0
Sian-Lee-SA/honeycomb-menu,150..240,220,2025-09-03T16:35:20Z,package.json,5,2,"GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm","CVE-2021-23337,CVE-2020-28500",7.2,"MODERATE,HIGH",0
gpuweb/types,150..240,220,2025-09-15T16:22:28Z,package.json,14,0,,,,,0
u-wave/react-vimeo,150..240,221,2025-08-22T06:37:08Z,package.json,31,2,"GHSA-67mh-4wv8-2f99,GHSA-gcx4-mw62-g8wm",CVE-2024-47068,6.1,"MODERATE,HIGH",0
vitessce/vitessce,150..240,221,2025-09-18T18:49:13Z,package.json,269,7,"GHSA-cm22-4g7w-348p,GHSA-w5m3-xh75-mp55,GHSA-mp7w-mhcv-673j,GHSA-rcw3-wmx7-cphr,GHSA-4vq7-882g-wcg4,GHSA-963h-3v39-3pqf,GHSA-gcx4-mw62-g8wm","CVE-2023-26486,CVE-2025-25304,CVE-2025-27793,CVE-2024-43800,CVE-2024-47068,CVE-2025-26619,CVE-2023-26487","5.0,6.1,6.1","LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH",0
appacademy/graduated-job_seeker-program,150..240,220,2025-09-17T11:30:48Z,package.json,14,7,"GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-fvqr-27wr-82fm,GHSA-p6mc-m468-83gw,GHSA-4xc9-xhrj-v574,GHSA-x5rq-j2xg-h7qm,GHSA-jf85-cpcp-j695","CVE-2021-23337,CVE-2019-10744,CVE-2020-28500,CVE-2018-16487,CVE-2019-1010266,CVE-2020-8203,CVE-2018-3721",7.2,"MODERATE,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,HIGH",0
chocolateboy/userscripts,150..240,220,2025-09-22T14:39:19Z,package.json,20,0,,,,,0
fastify/fastify-compress,150..240,220,2025-09-21T08:58:47Z,package.json,17,2,GHSA-mg2h-6x62-wpwc,"CVE-2022-39288,CVE-2025-32442","7.5,7.5",HIGH,0
Keithkeizzah/KEITH-MD,150..240,220,2025-09-17T12:46:11Z,package.json,54,11,"GHSA-8hc4-vh64-cxmj,GHSA-wf5p-g6vw-rhxx,GHSA-r683-j2x4-v87g,GHSA-9p95-fxvg-qgq2,GHSA-4hjh-wcwx-xvwj,GHSA-9w5j-4mwv-2wj8,GHSA-v78c-4p63-2j6c,GHSA-fjxv-7rqg-78g4,GHSA-mhxj-85r3-2x55,GHSA-jr5f-v2jv-69x6,GHSA-56x4-j7p9-fcf9","CVE-2024-39338,CVE-2022-25912,CVE-2015-9236,CVE-2022-25860,CVE-2022-0235,CVE-2025-27152,CVE-2025-7783,CVE-2024-57965,CVE-2023-45857,CVE-2022-36313,CVE-2025-58754","5.3,8.1,5.5,0.0,8.8","LOW,MODERATE,HIGH,CRITICAL,CRITICAL,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH",3
s0md3v/Quark,150..240,220,2025-09-17T16:28:29Z,package.json,0,0,,,,,0
webtorrent/torrent-discovery,150..240,220,2025-09-17T21:25:43Z,package.json,10,0,,,,,0
4ch1m/mozext,150..240,220,2025-09-22T01:21:23Z,package.json,14,0,,,,,0
WebCoder49/code-input,150..240,219,2025-09-21T12:53:18Z,package.json,0,0,,,,,0
sindresorhus/gulp-debug,150..240,220,2025-09-10T18:53:13Z,package.json,11,0,,,,,0
projecthamster/hamster-shell-extension,150..240,219,2025-09-02T06:40:51Z,package.json,0,0,,,,,0
leanprover/verso,150..240,219,2025-09-22T08:34:02Z,package.json,0,0,,,,,0
WebReflection/coincident,150..240,219,2025-09-18T11:25:59Z,package.json,10,0,,,,,0
willnode/forward-domain,150..240,219,2025-09-10T08:51:40Z,package.json,10,0,,,,,0
Kikobeats/cacheable-response,150..240,218,2025-09-04T14:23:47Z,package.json,20,0,,,,,0
terraformer-js/terraformer,150..240,219,2025-09-20T13:39:43Z,package.json,19,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,"6.1,6.1",HIGH,0
sindresorhus/gulp-webp,150..240,218,2025-09-10T09:34:42Z,package.json,8,0,,,,,0
simple-keyboard/simple-keyboard-layouts,150..240,219,2025-09-22T08:15:16Z,package.json,28,2,"GHSA-9jgg-88mc-972h,GHSA-4v9v-hfq4-rm2v","CVE-2025-30359,CVE-2025-30360",,"MODERATE,MODERATE",0
heremaps/maps-api-for-javascript-examples,150..240,218,2025-07-30T03:35:16Z,package.json,0,0,,,,,0
Dyalog/ride,150..240,218,2025-09-22T14:54:29Z,package.json,31,3,"GHSA-vmqv-hx8q-j7mg,GHSA-3h5v-q93c-6h6q","CVE-2024-37890,CVE-2025-55305,CVE-2023-44402",6.1,"HIGH,MODERATE",0
sixcious/infy-scroll,150..240,218,2025-09-21T12:08:17Z,package.json,0,0,,,,,0
nearform/sql,150..240,218,2025-09-08T08:13:35Z,package.json,10,3,"GHSA-455w-c45v-86rg,GHSA-3fjj-p79j-c9hh,GHSA-fwr7-v2mv-hh25","CVE-2022-41919,CVE-2022-39288,CVE-2021-43138","4.2,7.8","HIGH,MODERATE,HIGH",0
sbwml/luci-app-openlist2,150..240,218,2025-09-22T07:04:13Z,package.json,0,0,,,,,0
Qix-/color-string,150..240,217,2025-09-13T16:26:17Z,package.json,3,0,,,,,0
soimy/maxrects-packer,150..240,218,2025-09-02T12:26:07Z,package.json,26,1,GHSA-67mh-4wv8-2f99,,,MODERATE,0
netlify/netlify-plugin-lighthouse,150..240,218,2025-08-12T19:07:30Z,package.json,19,3,"GHSA-qw6h-vgh9-j6wx,GHSA-pfq8-rq6v-vf5m,GHSA-rv95-896h-c2vc","CVE-2022-37620,CVE-2024-43796,CVE-2024-29041","7.5,5.0","HIGH,MODERATE,LOW",0
mphin/proxy_tools,150..240,217,2025-09-19T21:09:34Z,package.json,0,0,,,,,0
iden3/wasmsnark,150..240,217,2025-09-11T09:17:18Z,package.json,7,0,,,,,0
mphin/proxy_tools,150..240,217,2025-09-19T21:09:34Z,package.json,0,0,,,,,0
iden3/wasmsnark,150..240,217,2025-09-11T09:17:18Z,package.json,7,0,,,,,0
bahmutov/cypress-and-jest,150..240,216,2025-04-06T19:11:05Z,package.json,5,0,,,,,0
tree-sitter/tree-sitter-java,150..240,216,2025-09-20T12:09:53Z,package.json,6,0,,,,,0
sindresorhus/map-obj,150..240,216,2025-09-21T07:28:03Z,package.json,3,0,,,,,0
Squitch1/Tess,150..240,217,2025-09-11T03:18:27Z,package.json,16,10,"GHSA-6r2x-8pq8-9489,GHSA-p2jh-44qj-pf2v,GHSA-7x97-j373-85x5,GHSA-p7v2-p9m8-qqg7,GHSA-vmqv-hx8q-j7mg,GHSA-x3cc-x39p-42qx,GHSA-7m48-wc93-9g85,GHSA-qqvq-6xgj-jw8g","CVE-2023-44402,CVE-2025-4056,CVE-2023-5217,CVE-2025-55305,CVE-2022-36077,CVE-2024-46993,CVE-2023-29198,CVE-2023-34104,CVE-2023-26920,CVE-2023-39956","7.5,3.7","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE",3
webpack-contrib/exports-loader,150..240,216,2025-08-24T11:53:46Z,package.json,30,1,GHSA-4vvj-4cpr-p986,CVE-2024-43788,6.4,MODERATE,0
bakustarver/rpgmakermlinux-cicpoffs,150..240,216,2025-09-22T02:31:22Z,package.json,26,2,"GHSA-xvch-5gv4-984h,GHSA-vh95-rmgr-6w4m","CVE-2020-7598,CVE-2021-44906",9.8,"MODERATE,CRITICAL",0
xiaoxhao/lvory,150..240,216,2025-09-22T15:10:26Z,package.json,30,3,"GHSA-9jgg-88mc-972h,GHSA-vmqv-hx8q-j7mg,GHSA-4v9v-hfq4-rm2v","CVE-2025-30359,CVE-2025-55305,CVE-2025-30360",,"MODERATE,MODERATE,MODERATE",0
vega/vega-lite-api,150..240,216,2025-09-22T11:57:42Z,package.json,8,0,,,,,0
flekschas/regl-scatterplot,150..240,216,2025-09-11T21:54:13Z,package.json,39,7,"GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-356w-63v5-8wf4,GHSA-jqfw-vq24-v9c3,GHSA-xcj6-pq6g-qj4x","CVE-2025-46565,CVE-2025-31486,CVE-2025-31125,CVE-2021-23397,CVE-2025-32395,CVE-2025-58751,CVE-2025-58752","5.6,5.3","MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",18
awslabs/sandbox-accounts-for-events,150..240,216,2025-09-10T12:18:35Z,package.json,30,1,GHSA-qwcr-r2fm-qrc7,CVE-2024-45590,7.5,HIGH,0
MoffKalast/vizanti,150..240,216,2025-09-22T09:24:10Z,package.json,0,0,,,,,0
mieqq/mieqq,150..240,215,2025-09-13T07:25:21Z,package.json,0,0,,,,,0
somiibo/tiktok-bot,150..240,216,2025-09-22T02:25:51Z,package.json,1,0,,,,,0
opensearch-project/opensearch-js,150..240,216,2025-09-15T12:21:28Z,package.json,72,5,"GHSA-xvch-5gv4-984h,GHSA-67mh-4wv8-2f99,GHSA-c2qf-rxjj-qqgw,GHSA-9w5j-4mwv-2wj8,GHSA-gcx4-mw62-g8wm","CVE-2022-25860,CVE-2021-44906,CVE-2024-47068,CVE-2022-25883","5.3,6.1,8.1,6.1","CRITICAL,MODERATE,HIGH,HIGH,CRITICAL",0
kyletmartinez/after-effects-scripts,150..240,215,2025-09-14T12:41:28Z,package.json,4,0,,,,,0
sindresorhus/file-icon,150..240,215,2025-09-17T07:54:10Z,package.json,7,0,,,,,0
homebridge-plugins/homebridge-meross,150..240,214,2025-08-21T09:12:28Z,package.json,7,1,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,,HIGH,0
maniacx/Bluetooth-Battery-Meter,150..240,214,2025-09-22T12:12:57Z,package.json,0,0,,,,,0
