repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
bigbeartechworld/big-bear-video-assets,240..450,381,2025-09-24T02:13:47Z,package.json,0,0,,,,,0
smxl/500,240..450,381,2025-09-15T07:01:41Z,package.json,0,0,,,,,0
chrvadala/transformation-matrix,240..450,381,2025-09-09T18:53:01Z,package.json,17,0,,,,,0
sindresorhus/is-reachable,240..450,381,2025-09-15T18:30:08Z,package.json,5,0,,,,,0
AOT-Technologies/forms-flow-ai,240..450,382,2025-09-19T07:25:49Z,package.json,104,3,"GHSA-9jgg-88mc-972h,GHSA-4v9v-hfq4-rm2v,GHSA-3h5v-q93c-6h6q","CVE-2025-30360,CVE-2025-30359,CVE-2024-37890",,"HIGH,MODERATE,MODERATE",0
jasmine/jasmine-npm,240..450,381,2025-09-20T15:36:13Z,package.json,3,0,,,,,0
skymakerolof/dxf,240..450,381,2025-09-11T09:28:27Z,package.json,34,2,"GHSA-9jgg-88mc-972h,GHSA-4v9v-hfq4-rm2v","CVE-2025-30360,CVE-2025-30359",,"MODERATE,MODERATE",0
mapbox/mapbox-gl-geocoder,240..450,381,2025-08-28T09:22:56Z,package.json,29,1,GHSA-mwcw-c2x4-8c55,CVE-2024-55565,,MODERATE,0
oliviertassinari/babel-plugin-react-remove-properties,240..450,381,2025-09-20T15:16:59Z,package.json,11,0,,,,,0
TryGhost/action-deploy-theme,240..450,380,2025-09-23T11:42:08Z,package.json,6,0,,,,,0
bornfree/talking_avatar,240..450,379,2025-09-16T17:15:31Z,package.json,15,0,,,,,0
frida/frida-java-bridge,240..450,378,2025-09-22T00:22:11Z,package.json,7,0,,,,,0
elizaOS/characterfile,240..450,379,2025-09-13T01:46:19Z,package.json,16,2,"GHSA-wgrm-67xf-hhpq,GHSA-cvv5-9h9w-qp2m","CVE-2024-56334,CVE-2024-4367",,"HIGH,HIGH",14
yargs/cliui,240..450,379,2025-08-27T13:19:45Z,package.json,18,0,,,,,0
e-alfred/ocdownloader,240..450,378,2025-09-23T02:15:54Z,package.json,0,0,,,,,0
Azure/AKS-Construction,240..450,378,2025-08-29T10:37:57Z,package.json,9,0,,,,,0
imgix/react-imgix,240..450,380,2025-09-23T08:47:28Z,package.json,71,3,"GHSA-9jgg-88mc-972h,GHSA-4v9v-hfq4-rm2v","CVE-2025-30360,CVE-2025-30359,CVE-2020-26226","8.1,8.1","MODERATE,MODERATE",0
NodeSecure/cli,240..450,380,2025-09-15T20:08:49Z,package.json,70,0,,,,,0
675061370/xinyue-search,240..450,377,2025-09-24T08:13:35Z,package.json,0,0,,,,,0
Byaidu/copymanga-helper,240..450,377,2025-09-18T16:37:13Z,package.json,0,0,,,,,0
humanwhocodes/env,240..450,377,2025-06-10T14:12:20Z,package.json,14,0,,,,,0
ddterm/gnome-shell-extension-ddterm,240..450,377,2025-09-24T18:41:44Z,package.json,9,1,,CVE-2020-1481,8.8,,2
WordPress/create-block-theme,240..450,377,2025-09-18T12:46:22Z,package.json,15,0,,,,,0
espruino/EspruinoWebIDE,240..450,377,2025-09-24T07:43:22Z,package.json,4,0,,,,,0
npm/pacote,240..450,377,2025-09-24T07:48:20Z,package.json,28,0,,,,,0
preactjs/preact-www,240..450,376,2025-09-24T18:19:22Z,package.json,39,2,"GHSA-pp7p-q8fx-2968,GHSA-gcx4-mw62-g8wm","CVE-2024-47068,CVE-2025-57753","6.1,6.1","MODERATE,HIGH",0
bunizao/TutuBetterRules,240..450,375,2025-09-24T02:09:28Z,package.json,0,0,,,,,0
kiwix/kiwix-js,240..450,376,2025-09-22T20:21:50Z,package.json,35,2,"GHSA-vc8w-jr9v-vj7f,GHSA-gcx4-mw62-g8wm","CVE-2024-47068,CVE-2024-6531",6.1,"MODERATE,HIGH",2
tw93/Maple,240..450,375,2025-09-13T07:48:53Z,package.json,5,0,,,,,0
aws-solutions/distributed-load-testing-on-aws,240..450,376,2025-09-24T13:02:07Z,package.json,103,4,"GHSA-4hjh-wcwx-xvwj,GHSA-qrpm-p2h7-hrv2,GHSA-mwcw-c2x4-8c55,GHSA-qc59-cxj2-c2w4","CVE-2025-58754,CVE-2021-23566,CVE-2024-55565","7.5,4.0","HIGH,MODERATE,MODERATE,LOW",0
fharper/coffeechat,240..450,375,2025-09-15T13:22:34Z,package.json,1,0,,,,,0
tree-sitter/tree-sitter-go,240..450,375,2025-09-23T03:07:29Z,package.json,6,0,,,,,0
goodtube4u/goodtube,240..450,374,2025-09-24T01:27:29Z,package.json,0,0,,,,,0
metowolf/qqwry.dat,240..450,374,2025-09-24T08:39:42Z,package.json,4,0,,,,,0
aminomancer/uc.css.js,240..450,375,2025-09-24T13:00:36Z,package.json,31,0,,,,,0
kekee000/fonteditor-core,240..450,374,2025-09-24T04:23:31Z,package.json,22,3,"GHSA-9jgg-88mc-972h,GHSA-crh6-fp67-6883,GHSA-4v9v-hfq4-rm2v","CVE-2025-30360,CVE-2025-30359,CVE-2022-39353",9.4,"MODERATE,MODERATE,CRITICAL",1
node-strava/node-strava-v3,240..450,373,2025-09-15T17:23:36Z,package.json,17,0,,,,,0
ebeaufay/threedtiles,240..450,373,2025-09-22T10:04:59Z,package.json,23,1,GHSA-pp7p-q8fx-2968,CVE-2025-57753,,MODERATE,0
CDrummond/lms-material,240..450,373,2025-09-20T07:31:51Z,package.json,0,0,,,,,0
Lednerb/bilberry-hugo-theme,240..450,373,2025-09-04T01:03:22Z,package.json,26,1,GHSA-g3ch-rx76-35fx,CVE-2024-6783,,MODERATE,0
D-Sketon/hexo-theme-reimu,240..450,372,2025-09-24T16:07:48Z,package.json,0,0,,,,,0
k-yle/rtsp-relay,240..450,373,2025-09-19T20:16:25Z,package.json,17,0,,,,,0
frigus02/RESTer,240..450,372,2025-09-22T07:04:08Z,package.json,66,0,,,,,0
UnickSoft/graphonline,240..450,372,2025-09-24T17:06:42Z,package.json,0,0,,,,,0
fastify/fastify-http-proxy,240..450,372,2025-09-21T08:58:53Z,package.json,26,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,,HIGH,0
TuomoKu/SPX-GC,240..450,372,2025-09-23T01:00:52Z,package.json,24,2,"GHSA-2p57-rm9w-gvfp,GHSA-4hjh-wcwx-xvwj","CVE-2025-58754,CVE-2024-29415",7.5,"HIGH,HIGH",0
fastify/fastify-auth,240..450,372,2025-09-21T08:41:10Z,package.json,13,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,"7.5,7.5,7.5",HIGH,0
mattgodbolt/jsbeeb,240..450,372,2025-09-17T06:01:17Z,package.json,22,0,,,,,0
tushen6/Tomorrow,240..450,371,2025-09-24T16:08:27Z,package.json,0,0,,,,,0
mikechambers/adb-mcp,240..450,371,2025-09-24T12:53:32Z,package.json,3,0,,,,,0
Kruithne/wow.export,240..450,370,2025-09-24T09:23:47Z,package.json,5,0,,,,,0
microsoft/vscode-anycode,240..450,371,2025-09-21T15:55:36Z,package.json,32,1,GHSA-67mh-4wv8-2f99,,,MODERATE,0
eco-stake/restake,240..450,370,2025-09-21T06:28:05Z,package.json,12,4,"GHSA-4hjh-wcwx-xvwj,GHSA-jr5f-v2jv-69x6,GHSA-8hc4-vh64-cxmj,GHSA-wf5p-g6vw-rhxx","CVE-2024-39338,CVE-2025-27152,CVE-2025-58754,CVE-2023-45857",7.5,"MODERATE,HIGH,HIGH,HIGH",0
getgrav/grav-plugin-admin,240..450,370,2025-09-23T23:41:34Z,package.json,45,0,,,,,0
bellshade/Javascript,240..450,370,2025-09-23T13:29:32Z,package.json,5,0,,,,,0
Shopify/product-reviews-sample-app,240..450,370,2025-09-24T18:12:11Z,package.json,51,24,"GHSA-x2rg-q646-7m2v,GHSA-fmvm-x8mv-47mj,GHSA-hjrf-2m68-5959,GHSA-4vvj-4cpr-p986,GHSA-fwr7-v2mv-hh25,GHSA-7gfc-8cq8-jh5f,GHSA-g77x-44xx-532m,GHSA-qwph-4952-7xr6,GHSA-8cf7-32gw-wr33,GHSA-qrpm-p2h7-hrv2,GHSA-c59h-r6p8-q9wc,GHSA-jgmv-j7ww-jx2x,GHSA-968p-4wvh-cqc8,GHSA-mwcw-c2x4-8c55,GHSA-vxf5-wxwp-m7g9,GHSA-g5qg-72qw-gw5v,GHSA-xv57-4mr9-wg8v,GHSA-9gr3-7897-pp7m,GHSA-25mp-g6fv-mqxx,GHSA-qxrj-hx23-xp82,GHSA-4342-x723-ch2f,GHSA-593f-38f6-jp5m,GHSA-qpjv-v59x-3qc4,GHSA-hc6q-2mpp-qw7j","CVE-2025-55173,CVE-2023-28154,CVE-2022-23646,CVE-2025-32421,CVE-2021-43138,CVE-2025-57752,CVE-2022-23541,CVE-2023-49803,CVE-2025-32379,CVE-2025-8129,CVE-2024-43788,CVE-2021-43803,CVE-2024-51479,CVE-2021-37699,CVE-2021-39178,CVE-2022-23540,CVE-2025-25200,CVE-2025-57822,CVE-2023-46298,CVE-2024-55565,CVE-2024-47831,CVE-2021-23566,CVE-2025-27789,CVE-2022-23539","6.4,4.0,5.9,7.8,3.5","CRITICAL,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,CRITICAL,MODERATE,LOW,MODERATE,HIGH,HIGH,MODERATE,LOW,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE",0
lidangzzz/AI-Coding-Style-Guides,240..450,368,2025-09-22T12:14:57Z,package.json,0,0,,,,,0
yunnysunny/nodebook,240..450,369,2025-09-16T06:57:23Z,package.json,14,0,,,,,0
TerriaJS/TerriaMap,240..450,370,2025-09-21T16:34:22Z,package.json,45,11,"GHSA-8h2f-7jc4-7m3m,GHSA-gcv8-gh4r-25x6,GHSA-9c47-m6qq-7p4h,GHSA-9jgg-88mc-972h,GHSA-3vjf-82ff-p4r3,GHSA-89gv-h8wf-cg8r,GHSA-p6j9-7xhc-rhwp,GHSA-4v9v-hfq4-rm2v,GHSA-3329-pjwv-fjpg,GHSA-gmv4-r438-p67f,GHSA-g694-m8vq-gv9h","CVE-2025-30359,CVE-2022-1233,CVE-2022-1243,CVE-2021-27516,CVE-2022-0613,CVE-2020-26291,CVE-2021-3647,CVE-2022-24723,CVE-2022-0868,CVE-2025-30360,CVE-2022-46175",7.1,"MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,MODERATE",1
ahmmikun/XLICON-V2-MD,240..450,368,2025-09-23T19:32:47Z,package.json,12,5,"GHSA-x5gf-qvw8-r2rm,GHSA-4hjh-wcwx-xvwj,GHSA-jr5f-v2jv-69x6,GHSA-8hc4-vh64-cxmj","CVE-2025-58754,CVE-2015-9236,CVE-2024-39338,CVE-2025-5891,CVE-2025-27152","5.3,7.5,4.3","HIGH,HIGH,HIGH,LOW",0
LyoSU/quote-bot,240..450,368,2025-09-22T16:26:33Z,package.json,23,2,"GHSA-54xq-cgqr-rpm3,GHSA-vg7j-7cwx-8wgw",CVE-2025-23061,,"CRITICAL,HIGH",0
leomoon-studios/wiki-go,240..450,367,2025-09-22T12:53:23Z,package.json,0,0,,,,,0
ixartz/React-Native-Boilerplate,240..450,368,2025-09-21T17:23:22Z,package.json,49,0,,,,,0
KevinParnell/OneeChan,240..450,367,2025-09-23T02:19:49Z,package.json,9,3,"GHSA-rm36-94g8-835r,GHSA-m5pj-vjjf-4m3h,GHSA-j383-35pm-c5h4","CVE-2022-1537,CVE-2020-7729,CVE-2022-0436",7.8,"HIGH,MODERATE,HIGH",1
sheep-realms/Echo-Live,240..450,367,2025-09-24T11:30:12Z,package.json,0,0,,,,,0
fastify/point-of-view,240..450,367,2025-09-21T09:19:41Z,package.json,24,3,"GHSA-3965-hpx2-q597,GHSA-mg2h-6x62-wpwc","CVE-2022-37620,CVE-2025-32442,CVE-2024-36361","7.5,7.5","HIGH,MODERATE",0
hildjj/node-cbor,240..450,367,2025-09-19T02:19:03Z,package.json,65,0,,,,,0
klis87/redux-requests,240..450,367,2025-08-18T16:53:00Z,package.json,81,15,"GHSA-4vvj-4cpr-p986,GHSA-rv95-896h-c2vc,GHSA-jr5f-v2jv-69x6,GHSA-9jgg-88mc-972h,GHSA-fr76-2wp8-fp92,GHSA-4hjh-wcwx-xvwj,GHSA-qw6h-vgh9-j6wx,GHSA-wf5p-g6vw-rhxx,GHSA-cph5-m8f7-6c5x,GHSA-4v9v-hfq4-rm2v,GHSA-wr3j-pwj9-hqq6,GHSA-4w2v-q235-vp99,GHSA-968p-4wvh-cqc8,GHSA-hc6q-2mpp-qw7j","CVE-2025-58754,CVE-2021-32820,CVE-2025-30359,CVE-2021-3749,CVE-2023-28154,CVE-2024-29041,CVE-2020-28168,CVE-2025-27152,CVE-2024-43796,BIT-handlebars-2021-32820,CVE-2023-45857,CVE-2025-30360,CVE-2025-27789,CVE-2024-43788,CVE-2024-29180","7.5,6.4,5.0","MODERATE,HIGH,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,HIGH,CRITICAL,MODERATE,MODERATE,LOW",1
quickappcn/sample,240..450,367,2025-09-01T09:16:17Z,package.json,7,0,,,,,0
tree-sitter/tree-sitter-cpp,240..450,366,2025-09-23T14:57:17Z,package.json,7,0,,,,,0
nats-io/nats.ws,240..450,366,2025-09-12T08:17:12Z,package.json,9,0,,,,,0
plandes/zotsite,240..450,366,2025-09-08T17:48:21Z,package.json,0,0,,,,,0
jfromaniello/url-join,240..450,365,2025-09-23T07:30:16Z,package.json,1,0,,,,,0
sindresorhus/pupa,240..450,366,2025-09-19T05:12:59Z,package.json,4,0,,,,,0
NLeSC/mcfly,240..450,365,2025-08-25T16:34:18Z,package.json,0,0,,,,,0
ImranR98/apps.obtainium.imranr.dev,240..450,365,2025-09-24T04:26:01Z,package.json,0,0,,,,,0
mafintosh/tar-fs,240..450,365,2025-09-16T14:58:33Z,package.json,5,0,,,,,0
n1crack/vuefinder,240..450,366,2025-09-21T06:30:22Z,package.json,21,12,"GHSA-356w-63v5-8wf4,GHSA-64vr-g452-qvp3,GHSA-7fh5-64p2-3v2j,GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-g4jq-h2w9-997c,GHSA-xcj6-pq6g-qj4x,GHSA-x574-m823-4x7w,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-8jhw-289h-jh2g","CVE-2024-45811,CVE-2025-30208,CVE-2025-31486,CVE-2025-24010,CVE-2024-31207,CVE-2024-45812,CVE-2025-32395,CVE-2025-58751,CVE-2023-44270,CVE-2025-46565,CVE-2025-31125,CVE-2025-58752",5.3,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE",42
matzkoh/prettier-plugin-packagejson,240..450,364,2025-09-22T02:02:29Z,package.json,6,0,,,,,0
stormwarning/stylelint-config-recess-order,240..450,363,2025-09-15T12:07:24Z,package.json,10,0,,,,,0
highcharts/node-export-server,240..450,364,2025-07-30T10:08:20Z,package.json,25,3,"GHSA-qw6h-vgh9-j6wx,GHSA-vhxf-7vqr-mrjg,GHSA-gcx4-mw62-g8wm","CVE-2025-26791,CVE-2024-47068,CVE-2024-43796","6.1,5.0","MODERATE,HIGH,LOW",0
GoogleCloudPlatform/stackdriver-errors-js,240..450,363,2025-05-02T10:05:01Z,package.json,17,0,,,,,0
c-frame/aframe-super-hands-component,240..450,364,2025-09-20T10:36:13Z,package.json,30,0,,,,,0
Siilwyn/css-declaration-sorter,240..450,363,2025-09-18T20:28:36Z,package.json,7,0,,,,,0
chalk/supports-color,240..450,362,2025-09-08T14:50:02Z,package.json,4,0,,,,,0
iaphub/react-native-iaphub,240..450,363,2025-09-24T11:37:11Z,package.json,44,2,"GHSA-7f53-fmmv-mfjv,GHSA-968p-4wvh-cqc8","CVE-2025-27789,CVE-2020-1920",7.5,"HIGH,MODERATE",3
jobsta/reportbro-designer,240..450,362,2025-09-09T23:54:31Z,package.json,20,4,"GHSA-4943-9vgg-gr5r,GHSA-968p-4wvh-cqc8,GHSA-hc6q-2mpp-qw7j,GHSA-4vvj-4cpr-p986","CVE-2021-3163,CVE-2025-27789,CVE-2024-43788,CVE-2023-28154",6.4,"MODERATE,MODERATE,CRITICAL,MODERATE",0
StoneCypher/jssm,240..450,363,2025-09-09T12:57:15Z,package.json,36,0,,,,,0
anonymoushackerIV/Duolingo-PRO-BETA,240..450,361,2025-09-22T21:50:24Z,package.json,0,0,,,,,0
fedwiki/wiki,240..450,362,2025-09-11T14:20:14Z,package.json,52,0,,,,,0
rxri/spicetify-extensions,240..450,360,2025-09-23T18:53:07Z,package.json,2,0,,,,,0
ASteinheiser/react-rpg.com,240..450,361,2025-08-29T00:14:29Z,package.json,29,12,"GHSA-356w-63v5-8wf4,GHSA-64vr-g452-qvp3,GHSA-vg6x-rcgg-rjx6,GHSA-mv48-hcvh-8jj8,GHSA-9cwx-2883-4wfx,GHSA-g4jq-h2w9-997c,GHSA-xcj6-pq6g-qj4x,GHSA-x574-m823-4x7w,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-353f-5xf4-qw67","CVE-2024-45811,CVE-2025-30208,CVE-2022-35204,CVE-2023-34092,CVE-2025-24010,CVE-2025-31486,CVE-2024-45812,CVE-2025-32395,CVE-2025-58751,CVE-2025-46565,CVE-2025-31125,CVE-2025-58752",5.3,"HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",34
SignalK/signalk-server,240..450,362,2025-09-24T19:21:06Z,package.json,150,22,"GHSA-87vv-r9j6-g5qv,GHSA-vh95-rmgr-6w4m,GHSA-fvqr-27wr-82fm,GHSA-qwcr-r2fm-qrc7,GHSA-3h5v-q93c-6h6q,GHSA-29mw-wpgm-hmr9,GHSA-gwg9-rgvj-4h5j,GHSA-8hfj-j24r-96c4,GHSA-p6mc-m468-83gw,GHSA-jf85-cpcp-j695,GHSA-446m-mv8f-q348,GHSA-vc8w-jr9v-vj7f,GHSA-rv95-896h-c2vc,GHSA-pxg6-pf52-xh8x,GHSA-4xc9-xhrj-v574,GHSA-wc69-rhjr-hc9g,GHSA-qw6h-vgh9-j6wx,GHSA-x5rq-j2xg-h7qm,GHSA-6fc8-4gx4-v693,GHSA-xvch-5gv4-984h,GHSA-35jh-r3h4-6jhm","CVE-2019-10744,CVE-2024-37890,CVE-2024-29041,CVE-2018-3721,CVE-2024-43796,CVE-2024-47764,CVE-2022-24785,CVE-2021-23337,CVE-2019-5413,CVE-2020-8203,CVE-2016-4055,CVE-2017-18214,CVE-2019-1010266,CVE-2021-44906,CVE-2020-7598,CVE-2018-16487,CVE-2024-6531,CVE-2024-45590,CVE-2017-18589,CVE-2021-32640,CVE-2022-31129,CVE-2020-28500","7.5,7.5,7.5,5.0,9.8,7.5,7.2,7.5,5.3,9.8","HIGH,HIGH,LOW,HIGH,HIGH,MODERATE,LOW,MODERATE,CRITICAL,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,HIGH,HIGH,HIGH,MODERATE,MODERATE,HIGH,CRITICAL",3
logux/docs,240..450,359,2025-09-08T16:53:15Z,package.json,11,0,,,,,0
ace-diff/ace-diff,240..450,359,2025-09-06T20:46:42Z,package.json,10,0,,,,,0
fastify/fastify-autoload,240..450,360,2025-09-21T08:41:13Z,package.json,24,4,"GHSA-g4jq-h2w9-997c,GHSA-9crc-q9x8-hgqq,GHSA-mg2h-6x62-wpwc,GHSA-jqfw-vq24-v9c3","CVE-2025-58751,CVE-2025-24964,CVE-2025-58752,CVE-2025-32442","7.5,5.3","HIGH,LOW,LOW,CRITICAL",0
LuanRT/google-this,240..450,359,2025-09-24T03:35:15Z,package.json,8,5,"GHSA-cph5-m8f7-6c5x,GHSA-wf5p-g6vw-rhxx,GHSA-fjxv-7rqg-78g4,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2025-58754,CVE-2023-45857,CVE-2021-3749,CVE-2025-27152,CVE-2025-7783",7.5,"CRITICAL,HIGH,MODERATE,HIGH,HIGH",2
misterunknown/ifm,240..450,359,2025-09-06T20:29:10Z,package.json,0,0,,,,,0
plantree/ruanyf-weekly,240..450,359,2025-09-24T05:15:47Z,package.json,4,0,,,,,0
holepunchto/hyperdht,240..450,359,2025-09-24T07:39:25Z,package.json,24,0,,,,,0
easy-click/easyclick-libs,240..450,359,2025-09-20T02:50:09Z,package.json,0,0,,,,,0
medialab/hyphe,240..450,359,2025-09-16T11:12:34Z,package.json,27,13,"GHSA-j58c-ww9w-pwp5,GHSA-qwqh-hm9m-p5hr,GHSA-2qqx-w9hr-q5gx,GHSA-m9gf-397r-hwpg,GHSA-v88g-cgmw-v5xw,GHSA-prc3-vjfx-vhm9,GHSA-mhp6-pxh8-r675,GHSA-5cp4-xmrw-59wf,GHSA-2vrf-hf26-jrp5,GHSA-4p4w-6hg8-63wx,GHSA-4w4v-5hc9-xrr2,GHSA-mqm9-c95h-x2p6,GHSA-89mq-4x47-5v83","CVE-2022-25869,CVE-2025-0716,CVE-2020-15366,CVE-2025-2336,CVE-2024-8372,CVE-2024-21490,CVE-2023-26118,CVE-2021-4231,CVE-2020-7676,CVE-2019-10768,CVE-2023-26116,CVE-2024-8373,CVE-2023-26117",3.5,"MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,LOW,MODERATE,MODERATE",2
AIGODLIKE/AIGODLIKE-ComfyUI-Studio,240..450,358,2025-09-23T09:23:04Z,package.json,0,0,,,,,0
IJMacD/rfc3339-iso8601,240..450,359,2025-09-23T14:08:01Z,package.json,14,7,"GHSA-x574-m823-4x7w,GHSA-356w-63v5-8wf4,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-g4jq-h2w9-997c,GHSA-xcj6-pq6g-qj4x","CVE-2025-30208,CVE-2025-31486,CVE-2025-46565,CVE-2025-31125,CVE-2025-58752,CVE-2025-32395,CVE-2025-58751",5.3,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",42
dailydotdev/docs,240..450,358,2025-09-04T14:50:53Z,package.json,21,0,,,,,0
bluepuma77/traefik-best-practice,240..450,358,2025-09-24T08:22:37Z,package.json,0,0,,,,,0
hydra-synth/hydra-synth,240..450,358,2025-09-14T10:07:30Z,package.json,6,0,,,,,0
onemen/TabMixPlus,240..450,358,2025-09-23T10:59:14Z,package.json,21,0,,,,,0
AghayeCoder/tx-ui,240..450,358,2025-09-22T08:44:30Z,package.json,0,0,,,,,0
groq/groq-desktop-beta,240..450,358,2025-09-20T16:33:12Z,package.json,43,5,"GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-vmqv-hx8q-j7mg,GHSA-g4jq-h2w9-997c,GHSA-r683-j2x4-v87g","CVE-2025-46565,CVE-2025-58752,CVE-2025-55305,CVE-2025-58751,CVE-2022-0235","8.8,5.3","MODERATE,HIGH,MODERATE,LOW,LOW",2
Tiledesk/tiledesk-server,240..450,358,2025-09-23T06:38:15Z,package.json,94,28,"GHSA-hjrf-2m68-5959,GHSA-g5hg-p3ph-g8qg,GHSA-f825-f98c-gj3g,GHSA-fjgf-rc76-4x9p,GHSA-qwcr-r2fm-qrc7,GHSA-3h5v-q93c-6h6q,GHSA-qwph-4952-7xr6,GHSA-8cf7-32gw-wr33,GHSA-m7xq-9374-9rvx,GHSA-56x4-j7p9-fcf9,GHSA-9m93-w8w6-76hh,GHSA-4pg4-qvpc-4q3h,GHSA-p8p7-x288-28g6,GHSA-mwcw-c2x4-8c55,GHSA-gp95-ppv5-3jc5,MAL-2025-22760,GHSA-rrrm-qjm4-v8hf,GHSA-h8hf-x3f4-xwgp,GHSA-rv95-896h-c2vc,GHSA-wc69-rhjr-hc9g,GHSA-9h6g-pr28-7cqp,GHSA-vg7j-7cwx-8wgw,GHSA-v923-w3x8-wh69,GHSA-qw6h-vgh9-j6wx,GHSA-v78c-4p63-2j6c,GHSA-44fp-w29j-9vj5,GHSA-54xq-cgqr-rpm3,GHSA-5v2h-r2cx-5xgj","CVE-2022-29256,BIT-mongoose-2022-2564,CVE-2024-53900,CVE-2024-37890,CVE-2022-21681,CVE-2022-24304,BIT-mongoose-2023-3696,CVE-2024-29041,CVE-2022-21680,CVE-2024-43796,CVE-2025-47944,CVE-2023-28155,CVE-2023-3696,CVE-2025-48997,CVE-2022-25896,CVE-2025-7338,CVE-2022-23541,CVE-2022-23540,CVE-2022-2564,CVE-2022-46161,CVE-2024-45590,CVE-2025-47935,CVE-2024-55565,CVE-2022-31129,CVE-2022-23539,CVE-2025-23061","7.5,6.5,10.0,7.5,7.5,4.8,5.9,5.0,10.0","HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,HIGH,HIGH,HIGH,HIGH,MODERATE,LOW,MODERATE,HIGH,MODERATE,MODERATE,UNKNOWN,MODERATE,LOW,MODERATE,MODERATE",2
GoogleChromeLabs/AutoWebPerf,240..450,358,2025-09-23T01:22:16Z,package.json,22,3,"GHSA-xvch-5gv4-984h,GHSA-p8p7-x288-28g6,MAL-2025-21003","CVE-2024-47068,CVE-2021-44906,CVE-2023-28155","6.1,9.8,6.1","CRITICAL,UNKNOWN,MODERATE",0
single-spa/import-map-overrides,240..450,358,2025-09-19T18:09:01Z,package.json,36,0,,,,,0
miroslavpejic85/mirotalkc2c,240..450,357,2025-09-24T18:36:59Z,package.json,25,0,,,,,0
zenui-labs/zenui-library-react,240..450,358,2025-09-17T18:44:00Z,package.json,37,13,"GHSA-356w-63v5-8wf4,GHSA-64vr-g452-qvp3,GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-4hjh-wcwx-xvwj,GHSA-g4jq-h2w9-997c,GHSA-c24v-8rfc-w8vw,GHSA-xcj6-pq6g-qj4x,GHSA-x574-m823-4x7w,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-8jhw-289h-jh2g","CVE-2024-23331,CVE-2024-45811,CVE-2025-30208,CVE-2025-31486,CVE-2025-24010,CVE-2025-58754,CVE-2024-31207,CVE-2024-45812,CVE-2025-32395,CVE-2025-58751,CVE-2025-46565,CVE-2025-31125,CVE-2025-58752","5.3,7.5","HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,HIGH",34
hjdhnx/drpy-node,240..450,357,2025-09-24T08:47:15Z,package.json,35,2,"GHSA-4hjh-wcwx-xvwj,GHSA-jr5f-v2jv-69x6","CVE-2025-58754,CVE-2025-27152",7.5,"HIGH,HIGH",0
neverendingqs/serverless-dotenv-plugin,240..450,355,2025-09-01T12:46:21Z,package.json,14,2,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-29041",5.0,"MODERATE,LOW",0
ember-decorators/ember-decorators,240..450,357,2025-05-31T11:51:50Z,package.json,63,0,,,,,0
dodying/UserJs,240..450,354,2025-09-21T09:22:23Z,package.json,0,0,,,,,0
webtorrent/bittorrent-protocol,240..450,353,2025-09-14T17:48:36Z,package.json,13,0,,,,,0
alejoacosta74/ethereum-farming-example,240..450,353,2025-09-22T21:09:11Z,package.json,17,2,"GHSA-vc8w-jr9v-vj7f,GHSA-27v7-qhfv-rqq8",CVE-2024-6531,,"MODERATE,LOW",0
